"EMPLOYER_STATE_PROVINCE","EMPLOYER_CITY","EMPLOYER_POSTAL_CODE","count"
"CALIFORNIA PSC BIOTECH","POMONA","91768",2
"COLORADO","AURORA","80016",2
"COLORADO","BOULDER","80302",2
"COLORADO","CASTLE ROCK","80109",2
"COLORADO","COLORADO SPRINGS","80915",2
"COLORADO","COLORADO SPRINGS","80921",2
"COLORADO","DENVER","80205",2
"COLORADO","DENVER","80209",2
"COLORADO","DENVER","80211",2
"COLORADO","FORT COLLINS","80523",2
"COLORADO","FRUITA","81521",2
"COLORADO","LITTLETON","80120",2
"COLORADO","LITTLETON","80125",2
"COLORADO","MONUMENT","80132",2
"COLORADO","NEDERLAND","80466",2
"COLORADO","PUEBLO","81001",2
"CONNECTICUT","BETHANY","06524",2
"CONNECTICUT","DANBURY","06811",2
"CONNECTICUT","DARIEN","06820",2
"CONNECTICUT","FAIRFIELD","06825",2
"CONNECTICUT","FARMINGTON","06032",2
"CONNECTICUT","MILFORD","06460",2
"CONNECTICUT","NEW HAVEN","06510",2
"CONNECTICUT","NEW HAVEN","06515",2
"CONNECTICUT","ORANGE","06477",2
"CONNECTICUT","WEST HAVEN","06516",2
"DELAWARE","WILMINGTON","19802",2
"DELAWARE","WILMINGTON","19897",2
"DISTRICT OF COLUMBIA","WASHINGTON","20004",2
"DISTRICT OF COLUMBIA","WASHINGTON","20008",2
"DISTRICT OF COLUMBIA","WASHINGTON","20037",2
"FLORIDA","BOCA RATON","33486",2
"FLORIDA","BONITA SPRINGS","34135",2
"FLORIDA","BOYNTON BEACH","33426",2
"FLORIDA","CASSELBERRY","32707",2
"FLORIDA","CLEARWATER","33761",2
"FLORIDA","CLEARWATER","33764",2
"FLORIDA","COCONUT CREEK","33073",2
"FLORIDA","COCONUT GROVE","33133",2
"FLORIDA","CORAL GABLES","33133",2
"FLORIDA","CORAL SPRINGS","33067",2
"FLORIDA","DAVIE","33317",2
"FLORIDA","DAVIE","33324",2
"FLORIDA","DELRAY BEACH","33483",2
"FLORIDA","DELRAY BEACH","33484",2
"FLORIDA","DORAL","33179",2
"FLORIDA","FORT LAUDERDALE","33301",2
"FLORIDA","FORT LAUDERDALE","33316",2
"FLORIDA","FORT MYERS","33907",2
"FLORIDA","FORT MYERS","33913",2
"FLORIDA","FORT MYERS","33919",2
"FLORIDA","GAINESVILLE","32606",2
"FLORIDA","HIALEAH","33015",2
"FLORIDA","HIALEAH","33016",2
"FLORIDA","JACKSONVILLE","32202",2
"FLORIDA","JACKSONVILLE","32218",2
"FLORIDA","JACKSONVILLE","32258",2
"FLORIDA","JUPITER","33458",2
"FLORIDA","JUPITER","33478",2
"FLORIDA","LAKE BUENA VISTA","32830",2
"FLORIDA","LAKE MARY","32746",2
"FLORIDA","LARGO","33773",2
"FLORIDA","MAITLAND","32751",2
"FLORIDA","MIAMI","33015",2
"FLORIDA","MIAMI","33125",2
"FLORIDA","MIAMI","33133",2
"FLORIDA","MIAMI","33176",2
"FLORIDA","MIAMI","33179",2
"FLORIDA","MIAMI","33180",2
"FLORIDA","MIAMI","33183",2
"FLORIDA","MIAMI","33196",2
"FLORIDA","MIAMI BEACH","33140",2
"FLORIDA","MICANOPY","32667",2
"FLORIDA","MONTVERDE","34756",2
"FLORIDA","MOUNT DORA","32757",2
"FLORIDA","NARANJA","33032",2
"FLORIDA","NORTH MIAMI","33181",2
"FLORIDA","NORTH MIAMI BEACH","33162",2
"FLORIDA","ORLANDO","32807",2
"FLORIDA","ORLANDO","32811",2
"FLORIDA","ORLANDO","32824",2
"FLORIDA","PALM COAST","32164",2
"FLORIDA","PEMBROKE PINES","33025",2
"FLORIDA","PEMBROKE PINES","33027",2
"FLORIDA","PENSACOLA","32514",2
"FLORIDA","PLANTATION","33317",2
"FLORIDA","POMPANO BEACH","33060",2
"FLORIDA","SARASOTA","34239",2
"FLORIDA","SOUTH MIAMI","33143",2
"FLORIDA","ST. PETERSBURG","33701",2
"FLORIDA","SURFSIDE","33154",2
"FLORIDA","SWEETWATER","33172",2
"FLORIDA","TALLAHASSEE","32309",2
"FLORIDA","TAMARAC","33321",2
"FLORIDA","TAMPA","33602",2
"FLORIDA","TAMPA","33614",2
"FLORIDA","TAMPA","33618",2
"FLORIDA","TAMPA","33637",2
"FLORIDA","WINDERMERE","34786",2
"FLORIDA","WINTER PARK","32789",2
"FLORIDA FLORIDA","MIAMI","33126",2
"FLORIDA N/A","POMPANO BEACH","33064",2
"FLORIDA ORANGE COUNTY","ORLANDO","32809",2
"FLORIDA VALPAK","SAINT PETERSBURG","33702",2
"GEORGIA","ATLANTA","30313",2
"GEORGIA","ATLANTA","30315",2
"GEORGIA","ATLANTA","30318",2
"GEORGIA","ATLANTA","30322",2
"GEORGIA","BUFORD","30518",2
"GEORGIA","DAHLONEGA","30597",2
"GEORGIA","DECATUR","30030",2
"GEORGIA","ELLENWOOD","30294",2
"GEORGIA","GAINESVILLE","30507",2
"GEORGIA","KENNESAW","30152",2
"GEORGIA","LAGRANGE","30240",2
"GEORGIA","LILBURN","30047",2
"GEORGIA","MACON","31210",2
"GEORGIA","MILTON","30004",2
"GEORGIA","PEACHTREE CORNERS","30071",2
"GEORGIA","SMYRNA","30082",2
"GEORGIA","TUCKER","30084",2
"GEORGIA","VALDOSTA","31698",2
"GEORGIA","WOODSTOCK","30188",2
"GEORGIA GA","ALPHARETTA","30005",2
"GEORGIA GA","TUCKER","30084",2
"GUAM","BARRIGADA","96921",2
"GUAM","TAMUNING","96931",2
"HAWAII","HONOLULU","96813",2
"HAWAII","HONOLULU","96814",2
"IDAHO","BOISE","83702",2
"IDAHO","BOISE","83726",2
"IDAHO","HAILEY","83333",2
"IDAHO","IDAHO FALLS","83404",2
"ILLINOIS","AURORA","60502",2
"ILLINOIS","AURORA","60505",2
"ILLINOIS","BURR RIDGE","06027",2
"ILLINOIS","CAROL STREAM","60188",2
"ILLINOIS","CHICAGO","60612",2
"ILLINOIS","CHICAGO","60622",2
"ILLINOIS","CHICAGO","60626",2
"ILLINOIS","CHICAGO","60630",2
"ILLINOIS","CHICAGO","60637",2
"ILLINOIS","CHICAGO","60659",2
"ILLINOIS","CRYSTAL LAKE","60014",2
"ILLINOIS","DES PLAINES","60018",2
"ILLINOIS","EFFINGHAM","62401",2
"ILLINOIS","GLENDALE HEIGHTS","60139",2
"ILLINOIS","GURNEE","60031",2
"ILLINOIS","HAMPSHIRE","60140",2
"ILLINOIS","HIGHLAND PARK","60035",2
"ILLINOIS","KANKAKEE","60901",2
"ILLINOIS","LOMBARD","60148",2
"ILLINOIS","LOVES PARK","61111",2
"ILLINOIS","MACOMB","61455",2
"ILLINOIS","MUNDELEIN","60060",2
"ILLINOIS","NAPERVILLE","60564",2
"ILLINOIS","OAKBROOK TERRACE","60181",2
"ILLINOIS","PEORIA","61614",2
"ILLINOIS","PROSPECT HEIGHTS","60070",2
"ILLINOIS","ROCKFORD","61104",2
"ILLINOIS","SCHAUMBURG","60194",2
"ILLINOIS","SCHAUMBURG","60196",2
"ILLINOIS","SKOKIE","60077",2
"ILLINOIS","STREAMWOOD","60107",2
"ILLINOIS","WARRENVILLE","60555",2
"ILLINOIS","WILLOWBROOK","60527",2
"ILLINOIS BOONE COUNTY","BELVIDERE","61008",2
"ILLINOIS COOK","CHICAGO","60644",2
"ILLINOIS COOK COUNTY","SCHAUMBURG","60173",2
"ILLINOIS IL","MOLINE","61265",2
"ILLINOIS IL","ROSEMONT","60018",2
"ILLINOIS ILLINOIS","CHICAGO","60654",2
"INDIANA","BROWNSBURG","46112",2
"INDIANA","COLUMBUS","47203",2
"INDIANA","EVANSVILLE","47715",2
"INDIANA","INDIANAPOLIS","46203",2
"INDIANA","MISHAWAKA","46544",2
"INDIANA","MUNCIE","47306",2
"INDIANA","NOTRE DAME","46556",2
"INDIANA","RICHMOND","47374",2
"INDIANA","SEYMOUR","47274",2
"INDIANA","TERRE HAUTE","47803",2
"INDIANA","WARSAW","46581",2
"INDIANA SHERMAN WESTEND DENTAL LLC","INDIANAPOLIS","46218",2
"IOWA","DAVENPORT","52806",2
"IOWA","DES MOINES","50322",2
"IOWA","FAIRFIELD","52556",2
"IOWA","FAIRFIELD","52557",2
"IOWA","ORANGE CITY","51041",2
"IOWA","SWISHER","52238",2
"IOWA","WEST BURLINGTON","52655",2
"KANSAS","GARDNER","66030",2
"KANSAS","KANSAS CITY","66106",2
"KANSAS","SENECA","66538",2
"KANSAS","WICHITA","67214",2
"KANSAS KS","OVERLAND PARK","66210",2
"KENTUCKY","BOWLING GREEN","42101",2
"KENTUCKY","BOWLING GREEN","42103",2
"KENTUCKY","HIGHLAND HEIGHTS","41099",2
"KENTUCKY","LEXINGTON","40504",2
"KENTUCKY","LOUISVILLE","40223",2
"KENTUCKY","LOUISVILLE","40292",2
"KENTUCKY","LOUISVILLE","40299",2
"KENTUCKY","MT. VERNON","40456",2
"KENTUCKY KY","LEXINGTON","40515",2
"LOUISIANA","BATON ROUGE","70803",2
"LOUISIANA","JENNINGS","70546",2
"LOUISIANA","LAKE CHARLES","70605",2
"LOUISIANA","LAKE CHARLES","70607",2
"LOUISIANA","METAIRIE","70001",2
"LOUISIANA","NEW ORLEANS","70125-1098",2
"LOUISIANA","PEARL RIVER","70452",2
"LOUISIANA LA","COVINGTON","70433",2
"LOUISIANA N/A","MADISONVILLE","70447",2
"MAINE","PORTLAND","04101",2
"MAINE","PORTLAND","04102",2
"MAINE","WATERVILLE","04901",2
"MAINE","YARMOUTH","04096",2
"MAINE MAINE","OGUNQUIT","03907",2
"MARYLAND","BALTIMORE","21201",2
"MARYLAND","BALTIMORE","21209",2
"MARYLAND","BALTIMORE","21210",2
"MARYLAND","BALTIMORE","21224",2
"MARYLAND","BALTIMORE","21226",2
"MARYLAND","BALTIMORE","21237",2
"MARYLAND","BLADENSBURG","20710",2
"MARYLAND","COLLEGE PARK","20740",2
"MARYLAND","COLLEGE PARK","20742",2
"MARYLAND","CROWNSVILLE","21032",2
"MARYLAND","ELKRIDGE","21075",2
"MARYLAND","FORT WASHINGTON","20744",2
"MARYLAND","FULTON","20759",2
"MARYLAND","HAGERSTOWN","21740",2
"MARYLAND","LAUREL","20707",2
"MARYLAND","NOTTINGHAM","21236",2
"MARYLAND","OWINGS","20736",2
"MARYLAND","ROCKVILLE","20854",2
"MARYLAND","TEMPLE HILLS","20748",2
"MARYLAND","WALDORF","20602",2
"MASSACHUSETTS","AYER","01432",2
"MASSACHUSETTS","BOSTON","02118",2
"MASSACHUSETTS","BOSTON","02128",2
"MASSACHUSETTS","BRIDGEWATER","02325",2
"MASSACHUSETTS","BRIGHTON","02135",2
"MASSACHUSETTS","CHESTNUT HILL","02467",2
"MASSACHUSETTS","EVERETT","02149",2
"MASSACHUSETTS","FOXBORO","02035",2
"MASSACHUSETTS","HUDSON","01749",2
"MASSACHUSETTS","LITTLETON","01460",2
"MASSACHUSETTS","MARSTONS MILLS","02648",2
"MASSACHUSETTS","METHUEN","01844",2
"MASSACHUSETTS","MILFORD","01757",2
"MASSACHUSETTS","NANTUCKET","02554",2
"MASSACHUSETTS","NEWTON","02459",2
"MASSACHUSETTS","NORTH BILLERICA","01862",2
"MASSACHUSETTS","NORTH EASTHAM","02651",2
"MASSACHUSETTS","PITTSFIELD","01201",2
"MASSACHUSETTS","QUINCY","02170",2
"MASSACHUSETTS","READING","01867",2
"MASSACHUSETTS","SCITUATE","02066",2
"MASSACHUSETTS","SOMERVILLE","02145",2
"MASSACHUSETTS","SOUTH YARMOUTH","02664",2
"MASSACHUSETTS","SUDBURY","01776",2
"MASSACHUSETTS","WEBSTER","01570",2
"MASSACHUSETTS MA","OXFORD","01540",2
"MASSACHUSETTS MASSACHUSETTS","BOSTON","02110",2
"MASSACHUSETTS MASSACHUSETTS","CAMBRIDGE","02139",2
"MASSACHUSETTS N/A","MEDFORD","02155",2
"MASSACHUSETTS UNUM THERAPEUTICS","CAMBRIDGE","02140",2
"MICHIGAN","ADA","49355",2
"MICHIGAN","ALLEN PARK","48101",2
"MICHIGAN","BIG RAPIDS","49307",2
"MICHIGAN","DETROIT","48209",2
"MICHIGAN","DETROIT","48243",2
"MICHIGAN","GRAND RAPIDS","49505",2
"MICHIGAN","GRAND RAPIDS","49525",2
"MICHIGAN","GRAND RAPIDS","49546",2
"MICHIGAN","GROSSE POINTE WOODS","48236",2
"MICHIGAN","HOLLAND","49424",2
"MICHIGAN","MARQUETTE","49855",2
"MICHIGAN","NEW HUDSON","48165",2
"MICHIGAN","OXFORD","48371",2
"MICHIGAN","REDFORD","48239",2
"MICHIGAN","SAGIANW","48601",2
"MICHIGAN","SAGINAW","48601",2
"MICHIGAN","STERLING HEIGHTS","48310",2
"MICHIGAN","VAN BUREN TWP","48111",2
"MICHIGAN","WARREN","48091",2
"MICHIGAN MI","TROY","48084",2
"MINNESOTA","ADAMS","55909",2
"MINNESOTA","ARDEN HILLS","55126",2
"MINNESOTA","BURNSVILLE","55306",2
"MINNESOTA","EDEN PRAIRIE","55347",2
"MINNESOTA","GOODHUE","55027",2
"MINNESOTA","HOPKINS","55343",2
"MINNESOTA","MINNEAPOLIS","55415",2
"MINNESOTA","PLYMOUTH","55441",2
"MINNESOTA","PLYMOUTH","55447",2
"MINNESOTA","SAINT PAUL","55120",2
"MINNESOTA","ST. PAUL","55103",2
"MINNESOTA","ST. PAUL","55108",2
"MINNESOTA","ST.PAUL","55102",2
"MINNESOTA","WOODBURY","55125",2
"MINNESOTA MATRIXCARE","BLOOMINGTON","55348",2
"MINNESOTA MINNESOTA","MINNEAPOLIS","55401",2
"MISSISSIPPI","GAUTIER","39553",2
"MISSISSIPPI","HATTIESBURG","39406",2
"MISSISSIPPI","MISSISSIPPI STATE","39762",2
"MISSISSIPPI","OXFORD","38655",2
"MISSISSIPPI","RICHLAND","39218",2
"MISSOURI","ARNOLD","63010",2
"MISSOURI","CABOOL","65689",2
"MISSOURI","CLAYTON","63105",2
"MISSOURI","FENTON","63099",2
"MISSOURI","HIGH RIDGE","63049",2
"MISSOURI","KANSAS CITY","64131",2
"MISSOURI","SAINT LOUIS","63121",2
"MISSOURI","SPRINGFIELD","65807",2
"MISSOURI","ST. LOUIS","63136",2
"MISSOURI","SUNSET HILLS","63127",2
"MONTANA","BILLINGS","59102",2
"MONTANA","BILLINGS","59107",2
"MONTANA","BOZEMAN","59718",2
"MONTANA","SCOBEY","59263",2
"NEBRASKA","LINCOLN","68506",2
"NEBRASKA","LINCOLN","68508",2
"NEBRASKA","LINCOLN","68522",2
"NEBRASKA","NORFOLK","68701",2
"NEBRASKA","OMAHA","68114",2
"NEVADA","HENDERSON","89014",2
"NEVADA","LAS VEGAS","89103",2
"NEVADA","LAS VEGAS","89117",2
"NEVADA","LAS VEGAS","89120",2
"NEVADA","LAS VEGAS","89128",2
"NEVADA","LAS VEGAS","89144",2
"NEVADA","LAS VEGAS","89146",2
"NEVADA","LAS VEGAS","89148",2
"NEVADA","RENO","89501",2
"NEVADA","RENO","89557",2
"NEVADA","SPARKS","89431",2
"NEW HAMPSHIRE","KEENE","03431",2
"NEW HAMPSHIRE","PORTSMOUTH","03801",2
"NEW HAMPSHIRE","SOMERSWORTH","03878",2
"NEW JERSEY","BARNEGAT","08005",2
"NEW JERSEY","BAYONNE","07002",2
"NEW JERSEY","BELLEVILLE","07109",2
"NEW JERSEY","BERKELEY HEIGHTS","07922",2
"NEW JERSEY","BRANCHVILLE","07890",2
"NEW JERSEY","CARTERET","07008",2
"NEW JERSEY","EAST RUTHERFORD","07073",2
"NEW JERSEY","EDISON","08817-4441",2
"NEW JERSEY","HAZLET","07730",2
"NEW JERSEY","KEASBEY","08832",2
"NEW JERSEY","LAKEWOOD","08701",2
"NEW JERSEY","MANALAPAN","07726",2
"NEW JERSEY","MONROE","08831",2
"NEW JERSEY","MONROE TWP","08831",2
"NEW JERSEY","MONTCLAIR","07042",2
"NEW JERSEY","MT. LAUREL","08054",2
"NEW JERSEY","NORTH ARLINGTON","07031",2
"NEW JERSEY","NORTH BERGEN","07047",2
"NEW JERSEY","PERTH AMBOY","08861",2
"NEW JERSEY","RAMSEY","07446",2
"NEW JERSEY","ROSELLE","07203",2
"NEW JERSEY","SOMERVILLE","08876",2
"NEW JERSEY","TENAFLY","07670",2
"NEW JERSEY","TOMS RIVER","08753",2
"NEW JERSEY","TOTOWA","07512",2
"NEW JERSEY","WEEHAWKEN","07086",2
"NEW JERSEY","WEST CALDWELL","07006",2
"NEW JERSEY MIDDLESSEX","ISELIN","08830",2
"NEW JERSEY NEW JERSEY","PLAINSBORO","08536",2
"NEW JERSEY NEW JERSEY","SECAUCUS","07094",2
"NEW JERSEY NJ","UNION","07083",2
"NEW MEXICO","ARTESIA","88210",2
"NEW MEXICO","LAS CRUCES","88003-8001",2
"NEW YORK","ALBANY","12205",2
"NEW YORK","AMHERST","14228",2
"NEW YORK","ASTORIA","11102",2
"NEW YORK","ASTORIA","11103",2
"NEW YORK","ASTORIA","11105",2
"NEW YORK","ASTORIA","11106",2
"NEW YORK","BEDFORD HILLS","10507",2
"NEW YORK","BETHPAGE","11714",2
"NEW YORK","BROCKPORT","14420",2
"NEW YORK","BRONX","10457",2
"NEW YORK","BRONX","10474",2
"NEW YORK","BRONXVILLE","10708",2
"NEW YORK","BROOKLYN","11216",2
"NEW YORK","BROOKLYN","11217",2
"NEW YORK","BROOKLYN","11221",2
"NEW YORK","BUFFALO","14210",2
"NEW YORK","BUFFALO","14260",2
"NEW YORK","CARLE PLACE","11514",2
"NEW YORK","COLLEGE POINT","11354",2
"NEW YORK","COPIAGUE","11726",2
"NEW YORK","CORAM","11727",2
"NEW YORK","DEER PARK","11729",2
"NEW YORK","DOBBS FERRY","10522",2
"NEW YORK","EAST HAMPTON","11937",2
"NEW YORK","FLUSHING","11367",2
"NEW YORK","FREDONIA","14063",2
"NEW YORK","GARDEN CITY","11530",2
"NEW YORK","GLENDALE","11385",2
"NEW YORK","HEMPSTEAD","11550",2
"NEW YORK","HOLBROOK","11741",2
"NEW YORK","HOPEWELL JUNCTION","12533",2
"NEW YORK","HUNTINGTON STATION","11746",2
"NEW YORK","IRVINGTON","10533",2
"NEW YORK","JAMAICA","11430",2
"NEW YORK","JAMAICA","11432",2
"NEW YORK","JAMAICA","11433",2
"NEW YORK","JERICHO","11753",2
"NEW YORK","LATHAM","12110",2
"NEW YORK","LINDENHURST","11757",2
"NEW YORK","MAMARONECK","10543",2
"NEW YORK","MASSAPEQUA","11758",2
"NEW YORK","MASSENA","13662",2
"NEW YORK","NEW CITY","10956",2
"NEW YORK","NEW YORK","10024",2
"NEW YORK","NEW YORK","10033",2
"NEW YORK","NEW YORK","10035",2
"NEW YORK","NEW YORK","10065",2
"NEW YORK","NEW YORK","10121",2
"NEW YORK","NEW YORK","10123",2
"NEW YORK","NEW YORK","10154",2
"NEW YORK","NEW YORK","10169",2
"NEW YORK","NEW YORK","10170",2
"NEW YORK","NEW YORK","10271",2
"NEW YORK","NEW YORK","10282",2
"NEW YORK","PITTSFORD","14534",2
"NEW YORK","PLEASANTVILLE","10570",2
"NEW YORK","POTSDAM","13699",2
"NEW YORK","QUEENS VILLAGE","11427",2
"NEW YORK","ROCHESTER","14618",2
"NEW YORK","ROCHESTER","14621",2
"NEW YORK","ROCHESTER","14627-0446",2
"NEW YORK","ROCHESTER","14647",2
"NEW YORK","ST. JAMES","11780",2
"NEW YORK","STATEN ISLAND","10309",2
"NEW YORK","STATEN ISLAND","10314",2
"NEW YORK","STONY BROOK","11790",2
"NEW YORK","SYRACUSE","13244",2
"NEW YORK","WARWICK","10990",2
"NEW YORK","WELLSVILLE","14895",2
"NEW YORK","WEST HARRISON","10604",2
"NEW YORK","WEST HEMPSTEAD","11552",2
"NEW YORK","WOODSIDE","11377",2
"NEW YORK NEW YORK","FLUSHING","11354",2
"NEW YORK NEW YORK","NEW YORK","10017",2
"NEW YORK NEW YORK","PORT WASHINGTON","11050",2
"NEW YORK NY","NEW YORK","10036",2
"NEW YORK NY","NEW YORK","10110",2
"NEW YORK T-GARDENS NEW YORK, INC.","NEW YORK","10022",2
"NEW YORK WESTCHESTER","YONKERS","10705",2
"NORTH CAROLINA","ASHEVILLE","28804",2
"NORTH CAROLINA","CHARLOTTE","28205",2
"NORTH CAROLINA","CHARLOTTE","28208",2
"NORTH CAROLINA","CHARLOTTE","28211",2
"NORTH CAROLINA","CHARLOTTE","28280",2
"NORTH CAROLINA","CHAROLETTE","28216",2
"NORTH CAROLINA","DURHAM","27713",2
"NORTH CAROLINA","GREENSBORO","27407",2
"NORTH CAROLINA","GREENVILLE","27834",2
"NORTH CAROLINA","KERNERSVILLE","27284",2
"NORTH CAROLINA","LUMBERTON","28358",2
"NORTH CAROLINA","RALEIGH","27604",2
"NORTH CAROLINA","RALEIGH","27606",2
"NORTH CAROLINA","RALEIGH","27613",2
"NORTH CAROLINA","RALEIGH","27617",2
"NORTH CAROLINA","WILMINGTON","28405",2
"NORTH DAKOTA","FARGO","58102",2
"NORTH DAKOTA","GRAFTON","58237",2
"NORTH DAKOTA N/A","FARGO","58103",2
"OHIO","ATHENS","45701",2
"OHIO","BEAVERCREEK","45430-1106",2
"OHIO","BOWLING GREEN","43403",2
"OHIO","CHESTERLAND","44026",2
"OHIO","CLEVELAND","44103",2
"OHIO","CLEVELAND","44135",2
"OHIO","COLUMBUS","43202",2
"OHIO","COLUMBUS","43205",2
"OHIO","COLUMBUS","43213",2
"OHIO","COLUMBUS","43235",2
"OHIO","HIGHLAND HEIGHTS","44143",2
"OHIO","HIGHLAND HTS","44143",2
"OHIO","LYNDHURST","44124",2
"OHIO","MADISON","44057",2
"OHIO","MARIETTA","45750",2
"OHIO","MENTOR","44060",2
"OHIO","NEWBURY","44065",2
"OHIO","ROCKY RIVER","44116",2
"OHIO","SYMMES TOWNSHIP","45249",2
"OHIO","TOLEDO","43613",2
"OHIO","WESTERVILLE","43081",2
"OHIO","WESTLAKE","44145",2
"OHIO","WILLOUGHBY","44096",2
"OKLAHOMA","BIXBY","74008",2
"OKLAHOMA","EDMOND","73034",2
"OKLAHOMA","ENID","73701",2
"OKLAHOMA","OKLAHOMA CITY","73127",2
"OKLAHOMA","TULSA","74119",2
"OKLAHOMA","TULSA","74133",2
"OKLAHOMA","TULSA","74146",2
"OKLAHOMA N/A","OKLAHOMA CITY","73104",2
"OKLAHOMA UNITED STATES","OKLAHOMA CITY","73142",2
"OREGON","EUGENE","97401",2
"OREGON","EUGENE","97403",2
"OREGON","PORTLAND","97213",2
"OREGON","PORTLAND","97229",2
"PENNSYLVANIA","ALLENTOWN","18104",2
"PENNSYLVANIA","ALLENTOWN","18195",2
"PENNSYLVANIA","AUDUBON","19403",2
"PENNSYLVANIA","BETHLEHEM","18015",2
"PENNSYLVANIA","BETHLEHEM","18020",2
"PENNSYLVANIA","BRYN MAWR","19010",2
"PENNSYLVANIA","CHESTER","19013",2
"PENNSYLVANIA","CRANBERRY","16066",2
"PENNSYLVANIA","EAST NORRITON","19401",2
"PENNSYLVANIA","EASTON","18042",2
"PENNSYLVANIA","ERIE","16530",2
"PENNSYLVANIA","ERIE","16565",2
"PENNSYLVANIA","FAIRLESS HILLS","19030",2
"PENNSYLVANIA","GLADWYNE","19035",2
"PENNSYLVANIA","HERSHEY","17033",2
"PENNSYLVANIA","HONESDALE","18431",2
"PENNSYLVANIA","KITTANNING","16201",2
"PENNSYLVANIA","KUTZTOWN","19530",2
"PENNSYLVANIA","LANCASTER","17604",2
"PENNSYLVANIA","LEMOYNE","17043",2
"PENNSYLVANIA","MECHANICSBURG","17055",2
"PENNSYLVANIA","NEW CASTLE","16101",2
"PENNSYLVANIA","NORRISTOWN","19403",2
"PENNSYLVANIA","PHILADELPHIA","19113",2
"PENNSYLVANIA","PHILADELPHIA","19124",2
"PENNSYLVANIA","PHILADELPHIA","19130",2
"PENNSYLVANIA","PITTSBURGH","15205",2
"PENNSYLVANIA","PITTSBURGH","15220",2
"PENNSYLVANIA","PITTSBURGH","15241",2
"PENNSYLVANIA","PLYMOUTH MEETING","19462",2
"PENNSYLVANIA","SLIPPERY ROCK","16057",2
"PENNSYLVANIA","ST THOMAS","17252",2
"PENNSYLVANIA","UPPER DARBY","19082",2
"PENNSYLVANIA","WEST CHESTER","19380",2
"PENNSYLVANIA","WEST READING","19611",2
"PENNSYLVANIA","YORK","17404",2
"PENNSYLVANIA PA","JENKINTOWN","19046",2
"PENNSYLVANIA PA","MEDIA","19063",2
"PENNSYLVANIA PA","NEWTOWN","18940",2
"PUERTO RICO","COROZAL","00783",2
"PUERTO RICO","GUAYNABO","00969",2
"RHODE ISLAND","NEWPORT","02840",2
"RHODE ISLAND","PROVIDENCE","02908",2
"RHODE ISLAND","WOONSOCKET","02895",2
"SOUTH CAROLINA","CHARLESTON","29492",2
"SOUTH CAROLINA","CLEMSON","29634",2
"SOUTH CAROLINA","COLUMBIA","29201",2
"SOUTH CAROLINA","GREENVILLE","29605",2
"SOUTH CAROLINA","LYMAN","29365",2
"SOUTH CAROLINA","ROCK HILL","29732",2
"SOUTH CAROLINA SOUTH CAROLINA","COLUMBIA","29201",2
"SOUTH DAKOTA","ABERDEEN","57401",2
"SOUTH DAKOTA","SIOUX FALLS","57104",2
"SOUTH DAKOTA","SIOUX FALLS","57105",2
"SOUTH DAKOTA","SIOUX FALLS","57117",2
"SOUTH DAKOTA","SPEARFISH","57799",2
"TENNESSEE","ANTIOCH","37013",2
"TENNESSEE","ASHLAND CITY","37015",2
"TENNESSEE","BRENTWOOD","37020",2
"TENNESSEE","BRISTOL","37620",2
"TENNESSEE","CHATTANOOGA","37403",2
"TENNESSEE","CLARKSVILLE","37040",2
"TENNESSEE","JACKSON","38305",2
"TENNESSEE","LA VERGNE","37086",2
"TENNESSEE","MEMPHIS","38016",2
"TENNESSEE","MEMPHIS","38103-3917",2
"TENNESSEE","MEMPHIS","38104",2
"TENNESSEE","MEMPHIS","38134",2
"TENNESSEE","MURFREESBORO","37132",2
"TENNESSEE","NASHVILLE","37201",2
"TENNESSEE","PULASKI","38478",2
"TENNESSEE","SMYRNA","37167",2
"TENNESSEE","TULLAHOMA","37388",2
"TENNESSEE 38125","MEMPHIS","38125",2
"TENNESSEE USA","PARIS","38242",2
"TEXAS","ABILENE","79605",2
"TEXAS","ALLEN","75002",2
"TEXAS","ALVIN","77511",2
"TEXAS","AUSTIN","78703",2
"TEXAS","AUSTIN","78717",2
"TEXAS","AUSTIN","78725",2
"TEXAS","AUSTIN","78738",2
"TEXAS","AUSTIN","78756",2
"TEXAS","BRIDGEPORT","76426",2
"TEXAS","CARROLLTON","75010",2
"TEXAS","CEDAR PARK","78641",2
"TEXAS","CENTER","75935",2
"TEXAS","CORPUS CHRISTI","78411",2
"TEXAS","DALHART","79022",2
"TEXAS","DALLAS","75207",2
"TEXAS","DALLAS","75225",2
"TEXAS","DALLAS","75252",2
"TEXAS","DEER PARK","77536",2
"TEXAS","DENTON","76201",2
"TEXAS","EL PASO","79902",2
"TEXAS","EL PASO","79912",2
"TEXAS","FLOWER MOUND","75022",2
"TEXAS","FORT WORTH","76137",2
"TEXAS","FRISCO","75033",2
"TEXAS","FRISCO, TEXAS, 75033","75033",2
"TEXAS","GARLAND","75042",2
"TEXAS","GRAND PRAIRIE","75050",2
"TEXAS","HOUSTON","77007",2
"TEXAS","HOUSTON","77011",2
"TEXAS","HOUSTON","77013",2
"TEXAS","HOUSTON","77020",2
"TEXAS","HOUSTON","77021",2
"TEXAS","HOUSTON","77035",2
"TEXAS","HOUSTON","77039",2
"TEXAS","HOUSTON","77043",2
"TEXAS","HOUSTON","77053",2
"TEXAS","HOUSTON","77061",2
"TEXAS","HOUSTON","77066",2
"TEXAS","HOUSTON","77069",2
